League,Date,Get,Pay,Value
Ancestor,2023-09-22,Orb of Alchemy,Chaos Orb,0.0998
Ancestor,2023-09-23,Orb of Alchemy,Chaos Orb,0.0998
Ancestor,2023-09-24,Orb of Alchemy,Chaos Orb,0.0999
Ancestor,2023-09-25,Orb of Alchemy,Chaos Orb,0.0989
Ancestor,2023-09-26,Orb of Alchemy,Chaos Orb,0.09901
Ancestor,2023-09-27,Orb of Alchemy,Chaos Orb,0.09921
Ancestor,2023-09-28,Orb of Alchemy,Chaos Orb,0.09944
Ancestor,2023-09-29,Orb of Alchemy,Chaos Orb,0.09905
Ancestor,2023-09-30,Orb of Alchemy,Chaos Orb,0.09917
Ancestor,2023-10-01,Orb of Alchemy,Chaos Orb,0.09899
Ancestor,2023-10-02,Orb of Alchemy,Chaos Orb,0.09897
Ancestor,2023-10-03,Orb of Alchemy,Chaos Orb,0.09877
Ancestor,2023-10-04,Orb of Alchemy,Chaos Orb,0.0983
Ancestor,2023-10-05,Orb of Alchemy,Chaos Orb,0.09836
Ancestor,2023-10-06,Orb of Alchemy,Chaos Orb,0.09815
Ancestor,2023-10-07,Orb of Alchemy,Chaos Orb,0.09804
Ancestor,2023-10-08,Orb of Alchemy,Chaos Orb,0.09804
Ancestor,2023-10-09,Orb of Alchemy,Chaos Orb,0.09783
Ancestor,2023-10-10,Orb of Alchemy,Chaos Orb,0.09753
Ancestor,2023-10-11,Orb of Alchemy,Chaos Orb,0.098
Ancestor,2023-10-12,Orb of Alchemy,Chaos Orb,0.0978
Ancestor,2023-10-13,Orb of Alchemy,Chaos Orb,0.09756
Ancestor,2023-10-14,Orb of Alchemy,Chaos Orb,0.09722
Ancestor,2023-10-15,Orb of Alchemy,Chaos Orb,0.09756
Ancestor,2023-10-16,Orb of Alchemy,Chaos Orb,0.09817
Ancestor,2023-10-17,Orb of Alchemy,Chaos Orb,0.09915
Ancestor,2023-10-18,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-10-19,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-10-20,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-10-21,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-10-22,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-10-23,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-10-24,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-10-25,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-10-26,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-10-27,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-10-28,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-10-29,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-10-30,Orb of Alchemy,Chaos Orb,0.11111
Ancestor,2023-10-31,Orb of Alchemy,Chaos Orb,0.11111
Ancestor,2023-11-01,Orb of Alchemy,Chaos Orb,0.11111
Ancestor,2023-11-02,Orb of Alchemy,Chaos Orb,0.1152
Ancestor,2023-11-03,Orb of Alchemy,Chaos Orb,0.1152
Ancestor,2023-11-04,Orb of Alchemy,Chaos Orb,0.1152
Ancestor,2023-11-05,Orb of Alchemy,Chaos Orb,0.1152
Ancestor,2023-11-06,Orb of Alchemy,Chaos Orb,0.11654
Ancestor,2023-11-07,Orb of Alchemy,Chaos Orb,0.1152
Ancestor,2023-11-08,Orb of Alchemy,Chaos Orb,0.1152
Ancestor,2023-11-09,Orb of Alchemy,Chaos Orb,0.1152
Ancestor,2023-11-10,Orb of Alchemy,Chaos Orb,0.11751
Ancestor,2023-11-11,Orb of Alchemy,Chaos Orb,0.1176
Ancestor,2023-11-12,Orb of Alchemy,Chaos Orb,0.1176
Ancestor,2023-11-13,Orb of Alchemy,Chaos Orb,0.11751
Ancestor,2023-11-14,Orb of Alchemy,Chaos Orb,0.1176
Ancestor,2023-11-15,Orb of Alchemy,Chaos Orb,0.1176
Ancestor,2023-11-16,Orb of Alchemy,Chaos Orb,0.1176
Ancestor,2023-11-17,Orb of Alchemy,Chaos Orb,0.11765
Ancestor,2023-11-18,Orb of Alchemy,Chaos Orb,0.11765
Ancestor,2023-11-19,Orb of Alchemy,Chaos Orb,0.11755
Ancestor,2023-11-20,Orb of Alchemy,Chaos Orb,0.11616
Ancestor,2023-11-21,Orb of Alchemy,Chaos Orb,0.10716
Ancestor,2023-11-22,Orb of Alchemy,Chaos Orb,0.11712
Ancestor,2023-11-23,Orb of Alchemy,Chaos Orb,0.11731
Ancestor,2023-11-24,Orb of Alchemy,Chaos Orb,0.11765
Ancestor,2023-11-25,Orb of Alchemy,Chaos Orb,0.1176
Ancestor,2023-11-26,Orb of Alchemy,Chaos Orb,0.11111
Ancestor,2023-11-27,Orb of Alchemy,Chaos Orb,0.11111
Ancestor,2023-11-28,Orb of Alchemy,Chaos Orb,0.11111
Ancestor,2023-11-29,Orb of Alchemy,Chaos Orb,0.10878
Ancestor,2023-11-30,Orb of Alchemy,Chaos Orb,0.10627
Ancestor,2023-12-01,Orb of Alchemy,Chaos Orb,0.10833
Ancestor,2023-12-02,Orb of Alchemy,Chaos Orb,0.10866
Ancestor,2023-12-03,Orb of Alchemy,Chaos Orb,0.1
Ancestor,2023-12-04,Orb of Alchemy,Chaos Orb,0.09909
Ancestor,2023-12-05,Orb of Alchemy,Chaos Orb,0.09824
Ancestor,2023-08-18,Chromatic Orb,Chaos Orb,0.15477
Ancestor,2023-08-19,Chromatic Orb,Chaos Orb,0.11111
Ancestor,2023-08-20,Chromatic Orb,Chaos Orb,0.15385
Ancestor,2023-08-21,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-08-22,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-08-23,Chromatic Orb,Chaos Orb,0.1639
Ancestor,2023-08-24,Chromatic Orb,Chaos Orb,0.16129
Ancestor,2023-08-25,Chromatic Orb,Chaos Orb,0.16129
Ancestor,2023-08-26,Chromatic Orb,Chaos Orb,0.16174
Ancestor,2023-08-27,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-08-28,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-08-29,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-08-30,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-08-31,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-01,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-02,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-03,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-04,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-05,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-06,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-07,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-08,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-09,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-10,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-11,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-12,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-13,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-14,Chromatic Orb,Chaos Orb,0.15477
Ancestor,2023-09-15,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-09-16,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-09-17,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-09-18,Chromatic Orb,Chaos Orb,0.15477
Ancestor,2023-09-19,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-09-20,Chromatic Orb,Chaos Orb,0.15477
Ancestor,2023-09-21,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-09-22,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-09-23,Chromatic Orb,Chaos Orb,0.1547
Ancestor,2023-09-24,Chromatic Orb,Chaos Orb,0.15477
Ancestor,2023-09-25,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-09-26,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-09-27,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-09-28,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-09-29,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-09-30,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-10-01,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-10-02,Chromatic Orb,Chaos Orb,0.1541
Ancestor,2023-10-03,Chromatic Orb,Chaos Orb,0.15385
Ancestor,2023-10-04,Chromatic Orb,Chaos Orb,0.15214
Ancestor,2023-10-05,Chromatic Orb,Chaos Orb,0.1518
Ancestor,2023-10-06,Chromatic Orb,Chaos Orb,0.1518
Ancestor,2023-10-07,Chromatic Orb,Chaos Orb,0.1495
Ancestor,2023-10-08,Chromatic Orb,Chaos Orb,0.14974
Ancestor,2023-10-09,Chromatic Orb,Chaos Orb,0.14848
Ancestor,2023-10-10,Chromatic Orb,Chaos Orb,0.14679
Ancestor,2023-10-11,Chromatic Orb,Chaos Orb,0.14679
Ancestor,2023-10-12,Chromatic Orb,Chaos Orb,0.14679
Ancestor,2023-10-13,Chromatic Orb,Chaos Orb,0.14679
Ancestor,2023-10-14,Chromatic Orb,Chaos Orb,0.14742
Ancestor,2023-10-15,Chromatic Orb,Chaos Orb,0.14679
Ancestor,2023-10-16,Chromatic Orb,Chaos Orb,0.14805
Ancestor,2023-10-17,Chromatic Orb,Chaos Orb,0.14805
Ancestor,2023-10-18,Chromatic Orb,Chaos Orb,0.14805
Ancestor,2023-10-19,Chromatic Orb,Chaos Orb,0.14931
Ancestor,2023-10-20,Chromatic Orb,Chaos Orb,0.14959
Ancestor,2023-10-21,Chromatic Orb,Chaos Orb,0.1512
Ancestor,2023-10-22,Chromatic Orb,Chaos Orb,0.1512
Ancestor,2023-10-23,Chromatic Orb,Chaos Orb,0.156
Ancestor,2023-10-24,Chromatic Orb,Chaos Orb,0.156
Ancestor,2023-10-25,Chromatic Orb,Chaos Orb,0.1584
Ancestor,2023-10-26,Chromatic Orb,Chaos Orb,0.1584
Ancestor,2023-10-27,Chromatic Orb,Chaos Orb,0.1587
Ancestor,2023-10-28,Chromatic Orb,Chaos Orb,0.1608
Ancestor,2023-10-29,Chromatic Orb,Chaos Orb,0.1608
Ancestor,2023-10-30,Chromatic Orb,Chaos Orb,0.1608
Ancestor,2023-10-31,Chromatic Orb,Chaos Orb,0.1608
Ancestor,2023-11-01,Chromatic Orb,Chaos Orb,0.16134
Ancestor,2023-11-02,Chromatic Orb,Chaos Orb,0.1608
Ancestor,2023-11-03,Chromatic Orb,Chaos Orb,0.1608
Ancestor,2023-11-04,Chromatic Orb,Chaos Orb,0.1608
Ancestor,2023-11-05,Chromatic Orb,Chaos Orb,0.16188
Ancestor,2023-11-06,Chromatic Orb,Chaos Orb,0.16596
Ancestor,2023-11-07,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-11-08,Chromatic Orb,Chaos Orb,0.1704
Ancestor,2023-11-09,Chromatic Orb,Chaos Orb,0.1704
Ancestor,2023-11-10,Chromatic Orb,Chaos Orb,0.17016
Ancestor,2023-11-11,Chromatic Orb,Chaos Orb,0.16787
Ancestor,2023-11-12,Chromatic Orb,Chaos Orb,0.1704
Ancestor,2023-11-13,Chromatic Orb,Chaos Orb,0.1704
Ancestor,2023-11-14,Chromatic Orb,Chaos Orb,0.1704
Ancestor,2023-11-15,Chromatic Orb,Chaos Orb,0.1704
Ancestor,2023-11-16,Chromatic Orb,Chaos Orb,0.1704
Ancestor,2023-11-17,Chromatic Orb,Chaos Orb,0.1704
Ancestor,2023-11-18,Chromatic Orb,Chaos Orb,0.1721
Ancestor,2023-11-19,Chromatic Orb,Chaos Orb,0.16776
Ancestor,2023-11-20,Chromatic Orb,Chaos Orb,0.17182
Ancestor,2023-11-21,Chromatic Orb,Chaos Orb,0.16757
Ancestor,2023-11-22,Chromatic Orb,Chaos Orb,0.1715
Ancestor,2023-11-23,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-11-24,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-11-25,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-11-26,Chromatic Orb,Chaos Orb,0.16667
Ancestor,2023-11-27,Chromatic Orb,Chaos Orb,0.16676
Ancestor,2023-11-28,Chromatic Orb,Chaos Orb,0.1675
Ancestor,2023-11-29,Chromatic Orb,Chaos Orb,0.1675
Ancestor,2023-11-30,Chromatic Orb,Chaos Orb,0.1675
Ancestor,2023-12-01,Chromatic Orb,Chaos Orb,0.16742
Ancestor,2023-12-02,Chromatic Orb,Chaos Orb,0.16867
Ancestor,2023-12-03,Chromatic Orb,Chaos Orb,0.17299
Ancestor,2023-12-04,Chromatic Orb,Chaos Orb,0.17404
Ancestor,2023-12-05,Chromatic Orb,Chaos Orb,0.17405
Ancestor,2023-08-18,Silver Coin,Chaos Orb,1
Ancestor,2023-08-19,Silver Coin,Chaos Orb,1
Ancestor,2023-08-20,Silver Coin,Chaos Orb,0.33333
Ancestor,2023-08-21,Silver Coin,Chaos Orb,0.33333
Ancestor,2023-08-22,Silver Coin,Chaos Orb,0.23212
Ancestor,2023-08-23,Silver Coin,Chaos Orb,0.24786
Ancestor,2023-08-24,Silver Coin,Chaos Orb,1
Ancestor,2023-08-25,Silver Coin,Chaos Orb,0.83488
Ancestor,2023-08-26,Silver Coin,Chaos Orb,0.66819
Ancestor,2023-08-27,Silver Coin,Chaos Orb,0.71118
Ancestor,2023-08-28,Silver Coin,Chaos Orb,0.99608
Ancestor,2023-08-29,Silver Coin,Chaos Orb,1
Ancestor,2023-08-30,Silver Coin,Chaos Orb,1
Ancestor,2023-08-31,Silver Coin,Chaos Orb,1
Ancestor,2023-09-01,Silver Coin,Chaos Orb,1
Ancestor,2023-09-02,Silver Coin,Chaos Orb,1
Ancestor,2023-09-03,Silver Coin,Chaos Orb,0.96813
Ancestor,2023-09-04,Silver Coin,Chaos Orb,0.90909
Ancestor,2023-09-05,Silver Coin,Chaos Orb,0.90909
Ancestor,2023-09-06,Silver Coin,Chaos Orb,0.90909
Ancestor,2023-09-07,Silver Coin,Chaos Orb,0.85714
Ancestor,2023-09-08,Silver Coin,Chaos Orb,0.80321
Ancestor,2023-09-09,Silver Coin,Chaos Orb,0.83333
Ancestor,2023-09-10,Silver Coin,Chaos Orb,0.83333
Ancestor,2023-09-11,Silver Coin,Chaos Orb,0.83333
Ancestor,2023-09-12,Silver Coin,Chaos Orb,0.83333
Ancestor,2023-09-13,Silver Coin,Chaos Orb,0.83333
Ancestor,2023-09-14,Silver Coin,Chaos Orb,0.83333
Ancestor,2023-09-15,Silver Coin,Chaos Orb,0.83333
Ancestor,2023-09-16,Silver Coin,Chaos Orb,0.83333
Ancestor,2023-09-17,Silver Coin,Chaos Orb,0.83333
Ancestor,2023-09-18,Silver Coin,Chaos Orb,0.83333
Ancestor,2023-09-19,Silver Coin,Chaos Orb,0.83333
Ancestor,2023-09-20,Silver Coin,Chaos Orb,0.86667
Ancestor,2023-09-21,Silver Coin,Chaos Orb,0.86717
Ancestor,2023-09-22,Silver Coin,Chaos Orb,0.88889
Ancestor,2023-09-23,Silver Coin,Chaos Orb,0.9
Ancestor,2023-09-24,Silver Coin,Chaos Orb,0.90901
Ancestor,2023-09-25,Silver Coin,Chaos Orb,0.9
Ancestor,2023-09-26,Silver Coin,Chaos Orb,0.91591
Ancestor,2023-09-27,Silver Coin,Chaos Orb,0.91591
Ancestor,2023-09-28,Silver Coin,Chaos Orb,0.90991
Ancestor,2023-09-29,Silver Coin,Chaos Orb,0.91667
Ancestor,2023-09-30,Silver Coin,Chaos Orb,0.92266
Ancestor,2023-10-01,Silver Coin,Chaos Orb,0.92308
Ancestor,2023-10-02,Silver Coin,Chaos Orb,0.93333
Ancestor,2023-10-03,Silver Coin,Chaos Orb,0.93231
Ancestor,2023-10-04,Silver Coin,Chaos Orb,0.93333
Ancestor,2023-10-05,Silver Coin,Chaos Orb,0.93333
Ancestor,2023-10-06,Silver Coin,Chaos Orb,0.94476
Ancestor,2023-10-07,Silver Coin,Chaos Orb,0.93333
Ancestor,2023-10-08,Silver Coin,Chaos Orb,0.95515
Ancestor,2023-10-09,Silver Coin,Chaos Orb,0.96667
Ancestor,2023-10-10,Silver Coin,Chaos Orb,0.95471
Ancestor,2023-10-11,Silver Coin,Chaos Orb,0.94333
Ancestor,2023-10-12,Silver Coin,Chaos Orb,0.95145
Ancestor,2023-10-13,Silver Coin,Chaos Orb,0.95145
Ancestor,2023-10-14,Silver Coin,Chaos Orb,0.95734
Ancestor,2023-10-15,Silver Coin,Chaos Orb,0.93333
Ancestor,2023-10-16,Silver Coin,Chaos Orb,0.94411
Ancestor,2023-10-17,Silver Coin,Chaos Orb,0.95433
Ancestor,2023-10-18,Silver Coin,Chaos Orb,0.95187
Ancestor,2023-10-19,Silver Coin,Chaos Orb,0.93333
Ancestor,2023-10-20,Silver Coin,Chaos Orb,0.96667
Ancestor,2023-10-21,Silver Coin,Chaos Orb,0.99667
Ancestor,2023-10-22,Silver Coin,Chaos Orb,1
Ancestor,2023-10-23,Silver Coin,Chaos Orb,1
Ancestor,2023-10-24,Silver Coin,Chaos Orb,1
Ancestor,2023-10-25,Silver Coin,Chaos Orb,1
Ancestor,2023-10-26,Silver Coin,Chaos Orb,1
Ancestor,2023-10-27,Silver Coin,Chaos Orb,1
Ancestor,2023-10-28,Silver Coin,Chaos Orb,1
Ancestor,2023-10-29,Silver Coin,Chaos Orb,1
Ancestor,2023-10-30,Silver Coin,Chaos Orb,1
Ancestor,2023-10-31,Silver Coin,Chaos Orb,1
Ancestor,2023-11-01,Silver Coin,Chaos Orb,1
Ancestor,2023-11-02,Silver Coin,Chaos Orb,1
Ancestor,2023-11-03,Silver Coin,Chaos Orb,1
Ancestor,2023-11-04,Silver Coin,Chaos Orb,1
Ancestor,2023-11-05,Silver Coin,Chaos Orb,1
Ancestor,2023-11-06,Silver Coin,Chaos Orb,1
Ancestor,2023-11-07,Silver Coin,Chaos Orb,1
Ancestor,2023-11-08,Silver Coin,Chaos Orb,1
Ancestor,2023-11-09,Silver Coin,Chaos Orb,1
Ancestor,2023-11-10,Silver Coin,Chaos Orb,1
Ancestor,2023-11-11,Silver Coin,Chaos Orb,1
Ancestor,2023-11-12,Silver Coin,Chaos Orb,1
Ancestor,2023-11-13,Silver Coin,Chaos Orb,1
Ancestor,2023-11-14,Silver Coin,Chaos Orb,1
Ancestor,2023-11-15,Silver Coin,Chaos Orb,1
Ancestor,2023-11-16,Silver Coin,Chaos Orb,1
Ancestor,2023-11-17,Silver Coin,Chaos Orb,1
Ancestor,2023-11-18,Silver Coin,Chaos Orb,1
Ancestor,2023-11-19,Silver Coin,Chaos Orb,1
Ancestor,2023-11-20,Silver Coin,Chaos Orb,1
Ancestor,2023-11-21,Silver Coin,Chaos Orb,1
Ancestor,2023-11-22,Silver Coin,Chaos Orb,1.00453
Ancestor,2023-11-23,Silver Coin,Chaos Orb,1.0653
Ancestor,2023-11-24,Silver Coin,Chaos Orb,1.33333
Ancestor,2023-11-25,Silver Coin,Chaos Orb,2
Ancestor,2023-11-26,Silver Coin,Chaos Orb,2
Ancestor,2023-11-27,Silver Coin,Chaos Orb,1.5
Ancestor,2023-11-28,Silver Coin,Chaos Orb,1.5
Ancestor,2023-11-29,Silver Coin,Chaos Orb,1.5
Ancestor,2023-11-30,Silver Coin,Chaos Orb,1.49773
Ancestor,2023-12-01,Silver Coin,Chaos Orb,1
Ancestor,2023-12-02,Silver Coin,Chaos Orb,1
Ancestor,2023-12-03,Silver Coin,Chaos Orb,1
Ancestor,2023-12-04,Silver Coin,Chaos Orb,1
Ancestor,2023-12-05,Silver Coin,Chaos Orb,1
Ancestor,2023-08-18,Orb of Transmutation,Chaos Orb,0.5
Ancestor,2023-08-19,Orb of Transmutation,Chaos Orb,0.04
Ancestor,2023-08-20,Orb of Transmutation,Chaos Orb,0.0303
Ancestor,2023-08-21,Orb of Transmutation,Chaos Orb,0.02703
Ancestor,2023-08-22,Orb of Transmutation,Chaos Orb,0.02564
Ancestor,2023-08-23,Orb of Transmutation,Chaos Orb,0.025
Ancestor,2023-08-24,Orb of Transmutation,Chaos Orb,0.025
Ancestor,2023-08-25,Orb of Transmutation,Chaos Orb,0.025
Ancestor,2023-08-26,Orb of Transmutation,Chaos Orb,0.025
Ancestor,2023-08-27,Orb of Transmutation,Chaos Orb,0.025
Ancestor,2023-08-28,Orb of Transmutation,Chaos Orb,0.025
Ancestor,2023-08-29,Orb of Transmutation,Chaos Orb,0.025
Ancestor,2023-08-30,Orb of Transmutation,Chaos Orb,0.025
Ancestor,2023-08-31,Orb of Transmutation,Chaos Orb,0.025
Ancestor,2023-09-01,Orb of Transmutation,Chaos Orb,0.025
Ancestor,2023-09-02,Orb of Transmutation,Chaos Orb,0.025
Ancestor,2023-09-03,Orb of Transmutation,Chaos Orb,0.025
Ancestor,2023-09-04,Orb of Transmutation,Chaos Orb,0.02439
Ancestor,2023-09-05,Orb of Transmutation,Chaos Orb,0.02439
Ancestor,2023-09-06,Orb of Transmutation,Chaos Orb,0.02438
Ancestor,2023-09-07,Orb of Transmutation,Chaos Orb,0.02415
Ancestor,2023-09-08,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-09,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-10,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-11,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-12,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-13,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-14,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-15,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-16,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-17,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-18,Orb of Transmutation,Chaos Orb,0.0238
Ancestor,2023-09-19,Orb of Transmutation,Chaos Orb,0.0238
Ancestor,2023-09-20,Orb of Transmutation,Chaos Orb,0.0238
Ancestor,2023-09-21,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-22,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-23,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-24,Orb of Transmutation,Chaos Orb,0.0238
Ancestor,2023-09-25,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-26,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-27,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-28,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-29,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-09-30,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-01,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-02,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-03,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-04,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-05,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-06,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-07,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-08,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-09,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-10,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-11,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-12,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-13,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-14,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-15,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-16,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-17,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-18,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-19,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-20,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-21,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-22,Orb of Transmutation,Chaos Orb,0.02371
Ancestor,2023-10-23,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-24,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-25,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-26,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-27,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-28,Orb of Transmutation,Chaos Orb,0.02381
Ancestor,2023-10-29,Orb of Transmutation,Chaos Orb,0.02273
Ancestor,2023-10-30,Orb of Transmutation,Chaos Orb,0.02273
Ancestor,2023-10-31,Orb of Transmutation,Chaos Orb,0.02271
