League,Date,Get,Pay,Value
Affliction,2024-03-05,Blacksmith's Whetstone,Chaos Orb,0.1
Affliction,2024-03-06,Blacksmith's Whetstone,Chaos Orb,0.1245
Affliction,2024-03-07,Blacksmith's Whetstone,Chaos Orb,0.125
Affliction,2024-03-08,Blacksmith's Whetstone,Chaos Orb,0.1425
Affliction,2024-03-09,Blacksmith's Whetstone,Chaos Orb,0.14286
Affliction,2024-03-10,Blacksmith's Whetstone,Chaos Orb,0.1425
Affliction,2024-03-11,Blacksmith's Whetstone,Chaos Orb,0.125
Affliction,2024-03-12,Blacksmith's Whetstone,Chaos Orb,0.125
Affliction,2024-03-13,Blacksmith's Whetstone,Chaos Orb,0.125
Affliction,2024-03-14,Blacksmith's Whetstone,Chaos Orb,0.125
Affliction,2024-03-15,Blacksmith's Whetstone,Chaos Orb,0.1233
Affliction,2024-03-16,Blacksmith's Whetstone,Chaos Orb,0.12398
Affliction,2024-03-17,Blacksmith's Whetstone,Chaos Orb,0.11155
Affliction,2024-03-18,Blacksmith's Whetstone,Chaos Orb,0.11111
Affliction,2024-03-19,Blacksmith's Whetstone,Chaos Orb,0.1155
Affliction,2024-03-20,Blacksmith's Whetstone,Chaos Orb,0.11544
Affliction,2024-03-21,Blacksmith's Whetstone,Chaos Orb,0.11111
Affliction,2024-03-22,Blacksmith's Whetstone,Chaos Orb,0.11111
Affliction,2024-03-23,Blacksmith's Whetstone,Chaos Orb,0.11111
Affliction,2024-03-24,Blacksmith's Whetstone,Chaos Orb,0.11111
Affliction,2024-03-25,Blacksmith's Whetstone,Chaos Orb,0.12266
Affliction,2024-03-26,Blacksmith's Whetstone,Chaos Orb,0.12044
Affliction,2023-12-08,Portal Scroll,Chaos Orb,0.25417
Affliction,2023-12-09,Portal Scroll,Chaos Orb,0.04167
Affliction,2023-12-10,Portal Scroll,Chaos Orb,0.03846
Affliction,2023-12-11,Portal Scroll,Chaos Orb,0.03846
Affliction,2023-12-12,Portal Scroll,Chaos Orb,0.03846
Affliction,2023-12-13,Portal Scroll,Chaos Orb,0.03958
Affliction,2023-12-14,Portal Scroll,Chaos Orb,0.03863
Affliction,2023-12-15,Portal Scroll,Chaos Orb,0.03846
Affliction,2023-12-16,Portal Scroll,Chaos Orb,0.03846
Affliction,2023-12-17,Portal Scroll,Chaos Orb,0.03846
Affliction,2023-12-18,Portal Scroll,Chaos Orb,0.03846
Affliction,2023-12-19,Portal Scroll,Chaos Orb,0.03846
Affliction,2023-12-20,Portal Scroll,Chaos Orb,0.03846
Affliction,2023-12-21,Portal Scroll,Chaos Orb,0.03876
Affliction,2023-12-22,Portal Scroll,Chaos Orb,0.04
Affliction,2023-12-23,Portal Scroll,Chaos Orb,0.04
Affliction,2023-12-24,Portal Scroll,Chaos Orb,0.04
Affliction,2023-12-25,Portal Scroll,Chaos Orb,0.04
Affliction,2023-12-26,Portal Scroll,Chaos Orb,0.04
Affliction,2023-12-27,Portal Scroll,Chaos Orb,0.04
Affliction,2023-12-28,Portal Scroll,Chaos Orb,0.04
Affliction,2023-12-29,Portal Scroll,Chaos Orb,0.04
Affliction,2023-12-30,Portal Scroll,Chaos Orb,0.04
Affliction,2023-12-31,Portal Scroll,Chaos Orb,0.04
Affliction,2024-01-01,Portal Scroll,Chaos Orb,0.04
Affliction,2024-01-02,Portal Scroll,Chaos Orb,0.04
Affliction,2024-01-03,Portal Scroll,Chaos Orb,0.04
Affliction,2024-01-04,Portal Scroll,Chaos Orb,0.04
Affliction,2024-01-05,Portal Scroll,Chaos Orb,0.04
Affliction,2024-01-06,Portal Scroll,Chaos Orb,0.04
Affliction,2024-01-07,Portal Scroll,Chaos Orb,0.04
Affliction,2024-01-08,Portal Scroll,Chaos Orb,0.04
Affliction,2024-01-09,Portal Scroll,Chaos Orb,0.04167
Affliction,2024-01-10,Portal Scroll,Chaos Orb,0.04167
Affliction,2024-01-11,Portal Scroll,Chaos Orb,0.04167
Affliction,2024-01-12,Portal Scroll,Chaos Orb,0.04312
Affliction,2024-01-13,Portal Scroll,Chaos Orb,0.04505
Affliction,2024-01-14,Portal Scroll,Chaos Orb,0.04762
Affliction,2024-01-15,Portal Scroll,Chaos Orb,0.04928
Affliction,2024-01-16,Portal Scroll,Chaos Orb,0.04963
Affliction,2024-01-17,Portal Scroll,Chaos Orb,0.04944
Affliction,2024-01-18,Portal Scroll,Chaos Orb,0.05
Affliction,2024-01-19,Portal Scroll,Chaos Orb,0.04928
Affliction,2024-01-20,Portal Scroll,Chaos Orb,0.04923
Affliction,2024-01-21,Portal Scroll,Chaos Orb,0.04994
Affliction,2024-01-22,Portal Scroll,Chaos Orb,0.05
Affliction,2024-01-23,Portal Scroll,Chaos Orb,0.05
Affliction,2024-01-24,Portal Scroll,Chaos Orb,0.05
Affliction,2024-01-25,Portal Scroll,Chaos Orb,0.05
Affliction,2024-01-26,Portal Scroll,Chaos Orb,0.05
Affliction,2024-01-27,Portal Scroll,Chaos Orb,0.05
Affliction,2024-01-28,Portal Scroll,Chaos Orb,0.05
Affliction,2024-01-29,Portal Scroll,Chaos Orb,0.05
Affliction,2024-01-30,Portal Scroll,Chaos Orb,0.05
Affliction,2024-01-31,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-01,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-02,Portal Scroll,Chaos Orb,0.05197
Affliction,2024-02-03,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-04,Portal Scroll,Chaos Orb,0.05145
Affliction,2024-02-05,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-06,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-07,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-08,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-09,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-10,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-11,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-12,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-13,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-14,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-15,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-16,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-17,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-18,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-19,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-20,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-21,Portal Scroll,Chaos Orb,0.05
Affliction,2024-02-22,Portal Scroll,Chaos Orb,0.04978
Affliction,2024-02-23,Portal Scroll,Chaos Orb,0.04545
Affliction,2024-02-24,Portal Scroll,Chaos Orb,0.04523
Affliction,2024-02-25,Portal Scroll,Chaos Orb,0.04
Affliction,2024-02-26,Portal Scroll,Chaos Orb,0.04164
Affliction,2024-02-27,Portal Scroll,Chaos Orb,0.04
Affliction,2024-02-28,Portal Scroll,Chaos Orb,0.04
Affliction,2024-02-29,Portal Scroll,Chaos Orb,0.04
Affliction,2024-03-01,Portal Scroll,Chaos Orb,0.04
Affliction,2024-03-02,Portal Scroll,Chaos Orb,0.04
Affliction,2024-03-03,Portal Scroll,Chaos Orb,0.03954
Affliction,2024-03-04,Portal Scroll,Chaos Orb,0.03846
Affliction,2024-03-05,Portal Scroll,Chaos Orb,0.03846
Affliction,2024-03-06,Portal Scroll,Chaos Orb,0.03846
Affliction,2024-03-07,Portal Scroll,Chaos Orb,0.03846
Affliction,2024-03-08,Portal Scroll,Chaos Orb,0.03857
Affliction,2024-03-09,Portal Scroll,Chaos Orb,0.03846
Affliction,2024-03-10,Portal Scroll,Chaos Orb,0.03852
Affliction,2024-03-11,Portal Scroll,Chaos Orb,0.03878
Affliction,2024-03-12,Portal Scroll,Chaos Orb,0.04
Affliction,2024-03-13,Portal Scroll,Chaos Orb,0.03872
Affliction,2024-03-14,Portal Scroll,Chaos Orb,0.03872
Affliction,2024-03-15,Portal Scroll,Chaos Orb,0.03933
Affliction,2024-03-16,Portal Scroll,Chaos Orb,0.03986
Affliction,2024-03-17,Portal Scroll,Chaos Orb,0.04
Affliction,2024-03-18,Portal Scroll,Chaos Orb,0.0405
Affliction,2024-03-19,Portal Scroll,Chaos Orb,0.04
Affliction,2024-03-20,Portal Scroll,Chaos Orb,0.03933
Affliction,2024-03-21,Portal Scroll,Chaos Orb,0.03818
Affliction,2024-03-22,Portal Scroll,Chaos Orb,0.03846
Affliction,2024-03-23,Portal Scroll,Chaos Orb,0.03818
Affliction,2024-03-24,Portal Scroll,Chaos Orb,0.03718
Affliction,2024-03-25,Portal Scroll,Chaos Orb,0.03704
Affliction,2024-03-26,Portal Scroll,Chaos Orb,0.03704
Affliction,2023-12-08,Orb of Chance,Chaos Orb,0.5
Affliction,2023-12-09,Orb of Chance,Chaos Orb,0.125
Affliction,2023-12-10,Orb of Chance,Chaos Orb,0.09091
Affliction,2023-12-11,Orb of Chance,Chaos Orb,0.07692
Affliction,2023-12-12,Orb of Chance,Chaos Orb,0.07407
Affliction,2023-12-13,Orb of Chance,Chaos Orb,0.07143
Affliction,2023-12-14,Orb of Chance,Chaos Orb,0.07143
Affliction,2023-12-15,Orb of Chance,Chaos Orb,0.07063
Affliction,2023-12-16,Orb of Chance,Chaos Orb,0.06667
Affliction,2023-12-17,Orb of Chance,Chaos Orb,0.06667
Affliction,2023-12-18,Orb of Chance,Chaos Orb,0.06452
Affliction,2023-12-19,Orb of Chance,Chaos Orb,0.0622
Affliction,2023-12-20,Orb of Chance,Chaos Orb,0.05882
Affliction,2023-12-21,Orb of Chance,Chaos Orb,0.05882
Affliction,2023-12-22,Orb of Chance,Chaos Orb,0.05882
Affliction,2023-12-23,Orb of Chance,Chaos Orb,0.05882
Affliction,2023-12-24,Orb of Chance,Chaos Orb,0.05882
Affliction,2023-12-25,Orb of Chance,Chaos Orb,0.05882
Affliction,2023-12-26,Orb of Chance,Chaos Orb,0.05882
Affliction,2023-12-27,Orb of Chance,Chaos Orb,0.05882
Affliction,2023-12-28,Orb of Chance,Chaos Orb,0.05882
Affliction,2023-12-29,Orb of Chance,Chaos Orb,0.05882
Affliction,2023-12-30,Orb of Chance,Chaos Orb,0.05986
Affliction,2023-12-31,Orb of Chance,Chaos Orb,0.06152
Affliction,2024-01-01,Orb of Chance,Chaos Orb,0.06136
Affliction,2024-01-02,Orb of Chance,Chaos Orb,0.06057
Affliction,2024-01-03,Orb of Chance,Chaos Orb,0.06095
Affliction,2024-01-04,Orb of Chance,Chaos Orb,0.06136
Affliction,2024-01-05,Orb of Chance,Chaos Orb,0.06133
Affliction,2024-01-06,Orb of Chance,Chaos Orb,0.06242
Affliction,2024-01-07,Orb of Chance,Chaos Orb,0.07143
Affliction,2024-01-08,Orb of Chance,Chaos Orb,0.07143
Affliction,2024-01-09,Orb of Chance,Chaos Orb,0.07143
Affliction,2024-01-10,Orb of Chance,Chaos Orb,0.07143
Affliction,2024-01-11,Orb of Chance,Chaos Orb,0.07692
Affliction,2024-01-12,Orb of Chance,Chaos Orb,0.07692
Affliction,2024-01-13,Orb of Chance,Chaos Orb,0.07692
Affliction,2024-01-14,Orb of Chance,Chaos Orb,0.07692
Affliction,2024-01-15,Orb of Chance,Chaos Orb,0.0774
Affliction,2024-01-16,Orb of Chance,Chaos Orb,0.07702
Affliction,2024-01-17,Orb of Chance,Chaos Orb,0.07692
Affliction,2024-01-18,Orb of Chance,Chaos Orb,0.07692
Affliction,2024-01-19,Orb of Chance,Chaos Orb,0.07802
Affliction,2024-01-20,Orb of Chance,Chaos Orb,0.07692
Affliction,2024-01-21,Orb of Chance,Chaos Orb,0.08333
Affliction,2024-01-22,Orb of Chance,Chaos Orb,0.09374
Affliction,2024-01-23,Orb of Chance,Chaos Orb,0.09983
Affliction,2024-01-24,Orb of Chance,Chaos Orb,0.09983
Affliction,2024-01-25,Orb of Chance,Chaos Orb,0.09772
Affliction,2024-01-26,Orb of Chance,Chaos Orb,0.09434
Affliction,2024-01-27,Orb of Chance,Chaos Orb,0.09091
Affliction,2024-01-28,Orb of Chance,Chaos Orb,0.09072
Affliction,2024-01-29,Orb of Chance,Chaos Orb,0.088
Affliction,2024-01-30,Orb of Chance,Chaos Orb,0.0857
Affliction,2024-01-31,Orb of Chance,Chaos Orb,0.08357
Affliction,2024-02-01,Orb of Chance,Chaos Orb,0.0812
Affliction,2024-02-02,Orb of Chance,Chaos Orb,0.07952
Affliction,2024-02-03,Orb of Chance,Chaos Orb,0.07672
Affliction,2024-02-04,Orb of Chance,Chaos Orb,0.07504
Affliction,2024-02-05,Orb of Chance,Chaos Orb,0.07539
Affliction,2024-02-06,Orb of Chance,Chaos Orb,0.0708
Affliction,2024-02-07,Orb of Chance,Chaos Orb,0.07143
Affliction,2024-02-08,Orb of Chance,Chaos Orb,0.07405
Affliction,2024-02-09,Orb of Chance,Chaos Orb,0.07143
Affliction,2024-02-10,Orb of Chance,Chaos Orb,0.07143
Affliction,2024-02-11,Orb of Chance,Chaos Orb,0.07839
Affliction,2024-02-12,Orb of Chance,Chaos Orb,0.07889
Affliction,2024-02-13,Orb of Chance,Chaos Orb,0.07839
Affliction,2024-02-14,Orb of Chance,Chaos Orb,0.08333
Affliction,2024-02-15,Orb of Chance,Chaos Orb,0.07973
Affliction,2024-02-16,Orb of Chance,Chaos Orb,0.08333
Affliction,2024-02-17,Orb of Chance,Chaos Orb,0.08333
Affliction,2024-02-18,Orb of Chance,Chaos Orb,0.08333
