League,Date,Get,Pay,Value
Sanctum,2023-01-17,Sacrifice at Noon,Chaos Orb,0.33123
Sanctum,2023-01-18,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-01-19,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-01-20,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-01-21,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-01-22,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-01-23,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-01-24,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-01-25,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-01-26,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-01-27,Sacrifice at Noon,Chaos Orb,0.34375
Sanctum,2023-01-28,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-01-29,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-01-30,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-01-31,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-02-01,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-02-02,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-02-03,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-02-04,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-02-05,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-02-06,Sacrifice at Noon,Chaos Orb,0.33333
Sanctum,2023-02-07,Sacrifice at Noon,Chaos Orb,0.35758
Sanctum,2023-02-08,Sacrifice at Noon,Chaos Orb,0.37073
Sanctum,2023-02-09,Sacrifice at Noon,Chaos Orb,0.45955
Sanctum,2023-02-10,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-11,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-12,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-13,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-14,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-15,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-16,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-17,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-18,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-19,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-20,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-21,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-22,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-23,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-24,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-25,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-26,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-27,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-02-28,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-03-01,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-03-02,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-03-03,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-03-04,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-03-05,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-03-06,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-03-07,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-03-08,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-03-09,Sacrifice at Noon,Chaos Orb,0.5
Sanctum,2023-03-10,Sacrifice at Noon,Chaos Orb,0.49851
Sanctum,2023-03-11,Sacrifice at Noon,Chaos Orb,0.47284
Sanctum,2023-03-12,Sacrifice at Noon,Chaos Orb,0.46667
Sanctum,2023-03-13,Sacrifice at Noon,Chaos Orb,0.46667
Sanctum,2023-03-14,Sacrifice at Noon,Chaos Orb,0.46667
Sanctum,2023-03-15,Sacrifice at Noon,Chaos Orb,0.46667
Sanctum,2023-03-16,Sacrifice at Noon,Chaos Orb,0.46667
Sanctum,2023-03-17,Sacrifice at Noon,Chaos Orb,0.46667
Sanctum,2023-03-18,Sacrifice at Noon,Chaos Orb,0.45682
Sanctum,2023-03-19,Sacrifice at Noon,Chaos Orb,0.45455
Sanctum,2023-03-20,Sacrifice at Noon,Chaos Orb,0.46976
Sanctum,2023-03-21,Sacrifice at Noon,Chaos Orb,0.49615
Sanctum,2023-03-22,Sacrifice at Noon,Chaos Orb,0.47619
Sanctum,2023-03-23,Sacrifice at Noon,Chaos Orb,0.47619
Sanctum,2023-03-24,Sacrifice at Noon,Chaos Orb,0.47619
Sanctum,2023-03-25,Sacrifice at Noon,Chaos Orb,0.47619
Sanctum,2023-03-26,Sacrifice at Noon,Chaos Orb,0.47619
Sanctum,2023-03-27,Sacrifice at Noon,Chaos Orb,0.47857
Sanctum,2023-03-28,Sacrifice at Noon,Chaos Orb,0.47619
Sanctum,2023-03-29,Sacrifice at Noon,Chaos Orb,0.47619
Sanctum,2023-03-30,Sacrifice at Noon,Chaos Orb,0.46
Sanctum,2023-03-31,Sacrifice at Noon,Chaos Orb,0.45455
Sanctum,2023-04-01,Sacrifice at Noon,Chaos Orb,0.45455
Sanctum,2023-04-02,Sacrifice at Noon,Chaos Orb,0.45455
Sanctum,2023-04-03,Sacrifice at Noon,Chaos Orb,0.45455
Sanctum,2023-04-04,Sacrifice at Noon,Chaos Orb,0.44355
Sanctum,2022-12-09,Sacrifice at Dawn,Chaos Orb,1
Sanctum,2022-12-10,Sacrifice at Dawn,Chaos Orb,0.96474
Sanctum,2022-12-11,Sacrifice at Dawn,Chaos Orb,0.55697
Sanctum,2022-12-12,Sacrifice at Dawn,Chaos Orb,0.33333
Sanctum,2022-12-13,Sacrifice at Dawn,Chaos Orb,0.3
Sanctum,2022-12-14,Sacrifice at Dawn,Chaos Orb,0.32222
Sanctum,2022-12-15,Sacrifice at Dawn,Chaos Orb,0.30001
Sanctum,2022-12-16,Sacrifice at Dawn,Chaos Orb,0.28709
Sanctum,2022-12-17,Sacrifice at Dawn,Chaos Orb,0.24377
Sanctum,2022-12-18,Sacrifice at Dawn,Chaos Orb,0.24645
Sanctum,2022-12-19,Sacrifice at Dawn,Chaos Orb,0.24486
Sanctum,2022-12-20,Sacrifice at Dawn,Chaos Orb,0.23082
Sanctum,2022-12-21,Sacrifice at Dawn,Chaos Orb,0.24333
Sanctum,2022-12-22,Sacrifice at Dawn,Chaos Orb,0.2498
Sanctum,2022-12-23,Sacrifice at Dawn,Chaos Orb,0.24701
Sanctum,2022-12-24,Sacrifice at Dawn,Chaos Orb,0.2632
Sanctum,2022-12-25,Sacrifice at Dawn,Chaos Orb,0.25102
Sanctum,2022-12-26,Sacrifice at Dawn,Chaos Orb,0.28428
Sanctum,2022-12-27,Sacrifice at Dawn,Chaos Orb,0.28367
Sanctum,2022-12-28,Sacrifice at Dawn,Chaos Orb,0.31609
Sanctum,2022-12-29,Sacrifice at Dawn,Chaos Orb,0.28897
Sanctum,2022-12-30,Sacrifice at Dawn,Chaos Orb,0.27538
Sanctum,2022-12-31,Sacrifice at Dawn,Chaos Orb,0.26775
Sanctum,2023-01-01,Sacrifice at Dawn,Chaos Orb,0.27209
Sanctum,2023-01-02,Sacrifice at Dawn,Chaos Orb,0.28563
Sanctum,2023-01-03,Sacrifice at Dawn,Chaos Orb,0.2856
Sanctum,2023-01-04,Sacrifice at Dawn,Chaos Orb,0.28545
Sanctum,2023-01-05,Sacrifice at Dawn,Chaos Orb,0.28566
Sanctum,2023-01-06,Sacrifice at Dawn,Chaos Orb,0.29005
Sanctum,2023-01-07,Sacrifice at Dawn,Chaos Orb,0.3333
Sanctum,2023-01-08,Sacrifice at Dawn,Chaos Orb,0.33333
Sanctum,2023-01-09,Sacrifice at Dawn,Chaos Orb,0.32382
Sanctum,2023-01-10,Sacrifice at Dawn,Chaos Orb,0.27958
Sanctum,2023-01-11,Sacrifice at Dawn,Chaos Orb,0.28425
Sanctum,2023-01-12,Sacrifice at Dawn,Chaos Orb,0.33333
Sanctum,2023-01-13,Sacrifice at Dawn,Chaos Orb,0.32791
Sanctum,2023-01-14,Sacrifice at Dawn,Chaos Orb,0.33104
Sanctum,2023-01-15,Sacrifice at Dawn,Chaos Orb,0.33117
Sanctum,2023-01-16,Sacrifice at Dawn,Chaos Orb,0.26267
Sanctum,2023-01-17,Sacrifice at Dawn,Chaos Orb,0.28049
Sanctum,2023-01-18,Sacrifice at Dawn,Chaos Orb,0.29388
Sanctum,2023-01-19,Sacrifice at Dawn,Chaos Orb,0.30271
Sanctum,2023-01-20,Sacrifice at Dawn,Chaos Orb,0.32681
Sanctum,2023-01-21,Sacrifice at Dawn,Chaos Orb,0.30988
Sanctum,2023-01-22,Sacrifice at Dawn,Chaos Orb,0.32955
Sanctum,2023-01-23,Sacrifice at Dawn,Chaos Orb,0.32856
Sanctum,2023-01-24,Sacrifice at Dawn,Chaos Orb,0.3315
Sanctum,2023-01-25,Sacrifice at Dawn,Chaos Orb,0.32132
Sanctum,2023-01-26,Sacrifice at Dawn,Chaos Orb,0.33167
Sanctum,2023-01-27,Sacrifice at Dawn,Chaos Orb,0.33176
Sanctum,2023-01-28,Sacrifice at Dawn,Chaos Orb,0.29602
Sanctum,2023-01-29,Sacrifice at Dawn,Chaos Orb,0.31749
Sanctum,2023-01-30,Sacrifice at Dawn,Chaos Orb,0.28664
Sanctum,2023-01-31,Sacrifice at Dawn,Chaos Orb,0.29763
Sanctum,2023-02-01,Sacrifice at Dawn,Chaos Orb,0.28175
Sanctum,2023-02-02,Sacrifice at Dawn,Chaos Orb,0.32891
Sanctum,2023-02-03,Sacrifice at Dawn,Chaos Orb,0.30268
Sanctum,2023-02-04,Sacrifice at Dawn,Chaos Orb,0.32113
Sanctum,2023-02-05,Sacrifice at Dawn,Chaos Orb,0.32945
Sanctum,2023-02-06,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-02-07,Sacrifice at Dawn,Chaos Orb,0.31549
Sanctum,2023-02-08,Sacrifice at Dawn,Chaos Orb,0.32206
Sanctum,2023-02-09,Sacrifice at Dawn,Chaos Orb,0.32633
Sanctum,2023-02-10,Sacrifice at Dawn,Chaos Orb,0.29807
Sanctum,2023-02-11,Sacrifice at Dawn,Chaos Orb,0.296
Sanctum,2023-02-12,Sacrifice at Dawn,Chaos Orb,0.3
Sanctum,2023-02-13,Sacrifice at Dawn,Chaos Orb,0.29952
Sanctum,2023-02-14,Sacrifice at Dawn,Chaos Orb,0.29852
Sanctum,2023-02-15,Sacrifice at Dawn,Chaos Orb,0.3
Sanctum,2023-02-16,Sacrifice at Dawn,Chaos Orb,0.29397
Sanctum,2023-02-17,Sacrifice at Dawn,Chaos Orb,0.2894
Sanctum,2023-02-18,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-02-19,Sacrifice at Dawn,Chaos Orb,0.26519
Sanctum,2023-02-20,Sacrifice at Dawn,Chaos Orb,0.27238
Sanctum,2023-02-21,Sacrifice at Dawn,Chaos Orb,0.28333
Sanctum,2023-02-22,Sacrifice at Dawn,Chaos Orb,0.28872
Sanctum,2023-02-23,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-02-24,Sacrifice at Dawn,Chaos Orb,0.26981
Sanctum,2023-02-25,Sacrifice at Dawn,Chaos Orb,0.2731
Sanctum,2023-02-26,Sacrifice at Dawn,Chaos Orb,0.28333
Sanctum,2023-02-27,Sacrifice at Dawn,Chaos Orb,0.28523
Sanctum,2023-02-28,Sacrifice at Dawn,Chaos Orb,0.29404
Sanctum,2023-03-01,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-03-02,Sacrifice at Dawn,Chaos Orb,0.27224
Sanctum,2023-03-03,Sacrifice at Dawn,Chaos Orb,0.25
Sanctum,2023-03-04,Sacrifice at Dawn,Chaos Orb,0.25
Sanctum,2023-03-05,Sacrifice at Dawn,Chaos Orb,0.25
Sanctum,2023-03-06,Sacrifice at Dawn,Chaos Orb,0.25741
Sanctum,2023-03-07,Sacrifice at Dawn,Chaos Orb,0.25
Sanctum,2023-03-08,Sacrifice at Dawn,Chaos Orb,0.25
Sanctum,2023-03-09,Sacrifice at Dawn,Chaos Orb,0.25
Sanctum,2023-03-10,Sacrifice at Dawn,Chaos Orb,0.25
Sanctum,2023-03-11,Sacrifice at Dawn,Chaos Orb,0.25
Sanctum,2023-03-12,Sacrifice at Dawn,Chaos Orb,0.25
Sanctum,2023-03-13,Sacrifice at Dawn,Chaos Orb,0.25
Sanctum,2023-03-14,Sacrifice at Dawn,Chaos Orb,0.25
Sanctum,2023-03-15,Sacrifice at Dawn,Chaos Orb,0.26025
Sanctum,2023-03-16,Sacrifice at Dawn,Chaos Orb,0.2754
Sanctum,2023-03-17,Sacrifice at Dawn,Chaos Orb,0.26667
Sanctum,2023-03-18,Sacrifice at Dawn,Chaos Orb,0.27098
Sanctum,2023-03-19,Sacrifice at Dawn,Chaos Orb,0.27778
Sanctum,2023-03-20,Sacrifice at Dawn,Chaos Orb,0.27799
Sanctum,2023-03-21,Sacrifice at Dawn,Chaos Orb,0.27943
Sanctum,2023-03-22,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-03-23,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-03-24,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-03-25,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-03-26,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-03-27,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-03-28,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-03-29,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-03-30,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-03-31,Sacrifice at Dawn,Chaos Orb,0.28571
Sanctum,2023-04-01,Sacrifice at Dawn,Chaos Orb,0.31213
Sanctum,2023-04-02,Sacrifice at Dawn,Chaos Orb,0.32352
Sanctum,2023-04-03,Sacrifice at Dawn,Chaos Orb,0.3153
Sanctum,2023-04-04,Sacrifice at Dawn,Chaos Orb,0.30539
Sanctum,2022-12-09,Annulment Shard,Chaos Orb,1
Sanctum,2022-12-10,Annulment Shard,Chaos Orb,0.5
Sanctum,2022-12-11,Annulment Shard,Chaos Orb,0.97035
Sanctum,2022-12-12,Annulment Shard,Chaos Orb,0.83192
Sanctum,2022-12-13,Annulment Shard,Chaos Orb,1
Sanctum,2022-12-14,Annulment Shard,Chaos Orb,1
Sanctum,2022-12-15,Annulment Shard,Chaos Orb,1
Sanctum,2022-12-16,Annulment Shard,Chaos Orb,0.99691
Sanctum,2022-12-17,Annulment Shard,Chaos Orb,1
Sanctum,2022-12-18,Annulment Shard,Chaos Orb,0.99903
Sanctum,2022-12-19,Annulment Shard,Chaos Orb,1
Sanctum,2022-12-20,Annulment Shard,Chaos Orb,0.99431
Sanctum,2022-12-21,Annulment Shard,Chaos Orb,0.99979
Sanctum,2022-12-22,Annulment Shard,Chaos Orb,1
Sanctum,2022-12-23,Annulment Shard,Chaos Orb,0.90931
Sanctum,2022-12-24,Annulment Shard,Chaos Orb,0.9913
Sanctum,2022-12-25,Annulment Shard,Chaos Orb,0.99841
Sanctum,2022-12-26,Annulment Shard,Chaos Orb,1
Sanctum,2022-12-27,Annulment Shard,Chaos Orb,1
Sanctum,2022-12-28,Annulment Shard,Chaos Orb,1
Sanctum,2022-12-29,Annulment Shard,Chaos Orb,1
Sanctum,2022-12-30,Annulment Shard,Chaos Orb,0.98824
Sanctum,2022-12-31,Annulment Shard,Chaos Orb,1
Sanctum,2023-01-01,Annulment Shard,Chaos Orb,1
