League,Date,Get,Pay,Value
Crucible,2023-08-11,Chromatic Orb,Chaos Orb,0.12322
Crucible,2023-08-12,Chromatic Orb,Chaos Orb,0.13098
Crucible,2023-08-13,Chromatic Orb,Chaos Orb,0.11747
Crucible,2023-08-14,Chromatic Orb,Chaos Orb,0.11628
Crucible,2023-08-15,Chromatic Orb,Chaos Orb,0.10848
Crucible,2023-04-07,Glassblower's Bauble,Chaos Orb,1
Crucible,2023-04-08,Glassblower's Bauble,Chaos Orb,0.5
Crucible,2023-04-09,Glassblower's Bauble,Chaos Orb,0.9
Crucible,2023-04-10,Glassblower's Bauble,Chaos Orb,0.75
Crucible,2023-04-11,Glassblower's Bauble,Chaos Orb,0.65
Crucible,2023-04-12,Glassblower's Bauble,Chaos Orb,0.5
Crucible,2023-04-13,Glassblower's Bauble,Chaos Orb,0.43539
Crucible,2023-04-14,Glassblower's Bauble,Chaos Orb,0.4
Crucible,2023-04-15,Glassblower's Bauble,Chaos Orb,0.39303
Crucible,2023-04-16,Glassblower's Bauble,Chaos Orb,0.33333
Crucible,2023-04-17,Glassblower's Bauble,Chaos Orb,0.33333
Crucible,2023-04-18,Glassblower's Bauble,Chaos Orb,0.32751
Crucible,2023-04-19,Glassblower's Bauble,Chaos Orb,0.30474
Crucible,2023-04-20,Glassblower's Bauble,Chaos Orb,0.3
Crucible,2023-04-21,Glassblower's Bauble,Chaos Orb,0.29107
Crucible,2023-04-22,Glassblower's Bauble,Chaos Orb,0.28571
Crucible,2023-04-23,Glassblower's Bauble,Chaos Orb,0.27778
Crucible,2023-04-24,Glassblower's Bauble,Chaos Orb,0.27027
Crucible,2023-04-25,Glassblower's Bauble,Chaos Orb,0.26848
Crucible,2023-04-26,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-04-27,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-04-28,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-04-29,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-04-30,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-05-01,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-05-02,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-05-03,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-05-04,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-05-05,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-05-06,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-05-07,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-05-08,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-05-09,Glassblower's Bauble,Chaos Orb,0.25
Crucible,2023-05-10,Glassblower's Bauble,Chaos Orb,0.2439
Crucible,2023-05-11,Glassblower's Bauble,Chaos Orb,0.24738
Crucible,2023-05-12,Glassblower's Bauble,Chaos Orb,0.2381
Crucible,2023-05-13,Glassblower's Bauble,Chaos Orb,0.24059
Crucible,2023-05-14,Glassblower's Bauble,Chaos Orb,0.24377
Crucible,2023-05-15,Glassblower's Bauble,Chaos Orb,0.23943
Crucible,2023-05-16,Glassblower's Bauble,Chaos Orb,0.23928
Crucible,2023-05-17,Glassblower's Bauble,Chaos Orb,0.23756
Crucible,2023-05-18,Glassblower's Bauble,Chaos Orb,0.2375
Crucible,2023-05-19,Glassblower's Bauble,Chaos Orb,0.22727
Crucible,2023-05-20,Glassblower's Bauble,Chaos Orb,0.22727
Crucible,2023-05-21,Glassblower's Bauble,Chaos Orb,0.22727
Crucible,2023-05-22,Glassblower's Bauble,Chaos Orb,0.227
Crucible,2023-05-23,Glassblower's Bauble,Chaos Orb,0.22702
Crucible,2023-05-24,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-05-25,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-05-26,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-05-27,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-05-28,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-05-29,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-05-30,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-05-31,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-01,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-02,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-03,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-04,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-05,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-06,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-07,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-08,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-09,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-10,Glassblower's Bauble,Chaos Orb,0.22068
Crucible,2023-06-11,Glassblower's Bauble,Chaos Orb,0.22219
Crucible,2023-06-12,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-13,Glassblower's Bauble,Chaos Orb,0.22199
Crucible,2023-06-14,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-15,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-16,Glassblower's Bauble,Chaos Orb,0.22171
Crucible,2023-06-17,Glassblower's Bauble,Chaos Orb,0.22
Crucible,2023-06-18,Glassblower's Bauble,Chaos Orb,0.22095
Crucible,2023-06-19,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-20,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-21,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-22,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-23,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-24,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-25,Glassblower's Bauble,Chaos Orb,0.21948
Crucible,2023-06-26,Glassblower's Bauble,Chaos Orb,0.22
Crucible,2023-06-27,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-06-28,Glassblower's Bauble,Chaos Orb,0.22763
Crucible,2023-06-29,Glassblower's Bauble,Chaos Orb,0.23529
Crucible,2023-06-30,Glassblower's Bauble,Chaos Orb,0.23529
Crucible,2023-07-01,Glassblower's Bauble,Chaos Orb,0.2381
Crucible,2023-07-02,Glassblower's Bauble,Chaos Orb,0.2381
Crucible,2023-07-03,Glassblower's Bauble,Chaos Orb,0.23661
Crucible,2023-07-04,Glassblower's Bauble,Chaos Orb,0.22763
Crucible,2023-07-05,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-06,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-07,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-08,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-09,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-10,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-11,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-12,Glassblower's Bauble,Chaos Orb,0.21996
Crucible,2023-07-13,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-14,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-15,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-16,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-17,Glassblower's Bauble,Chaos Orb,0.22
Crucible,2023-07-18,Glassblower's Bauble,Chaos Orb,0.21978
Crucible,2023-07-19,Glassblower's Bauble,Chaos Orb,0.21939
Crucible,2023-07-20,Glassblower's Bauble,Chaos Orb,0.21939
Crucible,2023-07-21,Glassblower's Bauble,Chaos Orb,0.21996
Crucible,2023-07-22,Glassblower's Bauble,Chaos Orb,0.21978
Crucible,2023-07-23,Glassblower's Bauble,Chaos Orb,0.21939
Crucible,2023-07-24,Glassblower's Bauble,Chaos Orb,0.21978
Crucible,2023-07-25,Glassblower's Bauble,Chaos Orb,0.22217
Crucible,2023-07-26,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-27,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-28,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-29,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-30,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-07-31,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-08-01,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-08-02,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-08-03,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-08-04,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-08-05,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-08-06,Glassblower's Bauble,Chaos Orb,0.22444
Crucible,2023-08-07,Glassblower's Bauble,Chaos Orb,0.22518
Crucible,2023-08-08,Glassblower's Bauble,Chaos Orb,0.22727
Crucible,2023-08-09,Glassblower's Bauble,Chaos Orb,0.22727
Crucible,2023-08-10,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-08-11,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-08-12,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-08-13,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-08-14,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-08-15,Glassblower's Bauble,Chaos Orb,0.22222
Crucible,2023-04-07,Portal Scroll,Chaos Orb,1
Crucible,2023-04-08,Portal Scroll,Chaos Orb,0.25
Crucible,2023-04-09,Portal Scroll,Chaos Orb,0.0365
Crucible,2023-04-10,Portal Scroll,Chaos Orb,0.03124
Crucible,2023-04-11,Portal Scroll,Chaos Orb,0.0303
Crucible,2023-04-12,Portal Scroll,Chaos Orb,0.03115
Crucible,2023-04-13,Portal Scroll,Chaos Orb,0.03125
Crucible,2023-04-14,Portal Scroll,Chaos Orb,0.0303
Crucible,2023-04-15,Portal Scroll,Chaos Orb,0.0303
Crucible,2023-04-16,Portal Scroll,Chaos Orb,0.02976
Crucible,2023-04-17,Portal Scroll,Chaos Orb,0.02857
Crucible,2023-04-18,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-04-19,Portal Scroll,Chaos Orb,0.02857
Crucible,2023-04-20,Portal Scroll,Chaos Orb,0.02857
Crucible,2023-04-21,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-04-22,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-04-23,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-04-24,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-04-25,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-04-26,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-04-27,Portal Scroll,Chaos Orb,0.02593
Crucible,2023-04-28,Portal Scroll,Chaos Orb,0.025
Crucible,2023-04-29,Portal Scroll,Chaos Orb,0.02564
Crucible,2023-04-30,Portal Scroll,Chaos Orb,0.0253
Crucible,2023-05-01,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-02,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-03,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-04,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-05,Portal Scroll,Chaos Orb,0.02763
Crucible,2023-05-06,Portal Scroll,Chaos Orb,0.02748
Crucible,2023-05-07,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-08,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-09,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-10,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-11,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-12,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-13,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-14,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-15,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-16,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-17,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-18,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-19,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-20,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-21,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-22,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-23,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-24,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-25,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-26,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-27,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-28,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-29,Portal Scroll,Chaos Orb,0.025
Crucible,2023-05-30,Portal Scroll,Chaos Orb,0.02597
Crucible,2023-05-31,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-01,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-02,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-03,Portal Scroll,Chaos Orb,0.02632
Crucible,2023-06-04,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-05,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-06,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-07,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-08,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-09,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-10,Portal Scroll,Chaos Orb,0.02857
Crucible,2023-06-11,Portal Scroll,Chaos Orb,0.02857
Crucible,2023-06-12,Portal Scroll,Chaos Orb,0.02857
Crucible,2023-06-13,Portal Scroll,Chaos Orb,0.02857
Crucible,2023-06-14,Portal Scroll,Chaos Orb,0.02857
Crucible,2023-06-15,Portal Scroll,Chaos Orb,0.02857
Crucible,2023-06-16,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-17,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-18,Portal Scroll,Chaos Orb,0.02703
Crucible,2023-06-19,Portal Scroll,Chaos Orb,0.02673
Crucible,2023-06-20,Portal Scroll,Chaos Orb,0.02703
Crucible,2023-06-21,Portal Scroll,Chaos Orb,0.02817
Crucible,2023-06-22,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-23,Portal Scroll,Chaos Orb,0.02763
Crucible,2023-06-24,Portal Scroll,Chaos Orb,0.02668
Crucible,2023-06-25,Portal Scroll,Chaos Orb,0.02538
Crucible,2023-06-26,Portal Scroll,Chaos Orb,0.02586
Crucible,2023-06-27,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-28,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-29,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-06-30,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-07-01,Portal Scroll,Chaos Orb,0.02784
Crucible,2023-07-02,Portal Scroll,Chaos Orb,0.0278
Crucible,2023-07-03,Portal Scroll,Chaos Orb,0.02857
Crucible,2023-07-04,Portal Scroll,Chaos Orb,0.02857
Crucible,2023-07-05,Portal Scroll,Chaos Orb,0.02788
Crucible,2023-07-06,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-07-07,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-07-08,Portal Scroll,Chaos Orb,0.02786
Crucible,2023-07-09,Portal Scroll,Chaos Orb,0.02797
Crucible,2023-07-10,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-07-11,Portal Scroll,Chaos Orb,0.02789
Crucible,2023-07-12,Portal Scroll,Chaos Orb,0.02838
Crucible,2023-07-13,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-07-14,Portal Scroll,Chaos Orb,0.02822
Crucible,2023-07-15,Portal Scroll,Chaos Orb,0.02789
Crucible,2023-07-16,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-07-17,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-07-18,Portal Scroll,Chaos Orb,0.02763
Crucible,2023-07-19,Portal Scroll,Chaos Orb,0.025
Crucible,2023-07-20,Portal Scroll,Chaos Orb,0.025
Crucible,2023-07-21,Portal Scroll,Chaos Orb,0.025
Crucible,2023-07-22,Portal Scroll,Chaos Orb,0.025
Crucible,2023-07-23,Portal Scroll,Chaos Orb,0.025
Crucible,2023-07-24,Portal Scroll,Chaos Orb,0.025
Crucible,2023-07-25,Portal Scroll,Chaos Orb,0.025
Crucible,2023-07-26,Portal Scroll,Chaos Orb,0.025
Crucible,2023-07-27,Portal Scroll,Chaos Orb,0.025
Crucible,2023-07-28,Portal Scroll,Chaos Orb,0.02556
Crucible,2023-07-29,Portal Scroll,Chaos Orb,0.02778
Crucible,2023-07-30,Portal Scroll,Chaos Orb,0.0265
Crucible,2023-07-31,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-01,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-02,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-03,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-04,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-05,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-06,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-07,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-08,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-09,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-10,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-11,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-12,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-13,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-14,Portal Scroll,Chaos Orb,0.025
Crucible,2023-08-15,Portal Scroll,Chaos Orb,0.025
Crucible,2023-04-07,Armourer's Scrap,Chaos Orb,1
Crucible,2023-04-08,Armourer's Scrap,Chaos Orb,0.04762
Crucible,2023-04-09,Armourer's Scrap,Chaos Orb,0.03333
Crucible,2023-04-10,Armourer's Scrap,Chaos Orb,0.0333
Crucible,2023-04-11,Armourer's Scrap,Chaos Orb,0.03245
Crucible,2023-04-12,Armourer's Scrap,Chaos Orb,0.03
Crucible,2023-04-13,Armourer's Scrap,Chaos Orb,0.02857
Crucible,2023-04-14,Armourer's Scrap,Chaos Orb,0.02857
Crucible,2023-04-15,Armourer's Scrap,Chaos Orb,0.02857
Crucible,2023-04-16,Armourer's Scrap,Chaos Orb,0.0282
Crucible,2023-04-17,Armourer's Scrap,Chaos Orb,0.02703
Crucible,2023-04-18,Armourer's Scrap,Chaos Orb,0.02632
Crucible,2023-04-19,Armourer's Scrap,Chaos Orb,0.02546
Crucible,2023-04-20,Armourer's Scrap,Chaos Orb,0.025
Crucible,2023-04-21,Armourer's Scrap,Chaos Orb,0.02375
Crucible,2023-04-22,Armourer's Scrap,Chaos Orb,0.02271
